current_date,next_date,number,freq_7days,freq_prev_day,freq_3days,freq_14days,freq_30days,freq_ratio_7days,freq_ratio_30days,avg_gap,min_gap,max_gap,last_gap,consecutive_count,days_since_last,is_monday,is_tuesday,is_wednesday,is_thursday,is_friday,is_saturday,is_sunday,cham_dau,cham_cuoi,tong,tong_cham,tong_chan,tong_le,tong_lon,tong_nho,is_cau_ngang,is_cau_cheo,cau_ngang_strength,cau_cheo_strength,in_any_cau,is_lo_roi_ung_vien,lo_roi_ty_le,days_since_roi_db,days_since_roi_nhieu,label
13-9-2025,14-9-2025,16,1,0,1,3,3,0.14285714285714285,0.21428571428571427,5.0,4,6,6,0,2,0,0,0,0,0,1,0,1,6,7,7,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,17,3,0,2,5,5,0.42857142857142855,0.35714285714285715,2.75,1,5,1,1,1,0,0,0,0,0,1,0,1,7,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,18,2,1,2,4,4,0.2857142857142857,0.2857142857142857,4.333333333333333,2,6,2,0,0,0,0,0,0,0,1,0,1,8,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,19,2,0,1,4,4,0.2857142857142857,0.2857142857142857,3.3333333333333335,3,4,4,0,1,0,0,0,0,0,1,0,1,9,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,20,2,1,1,3,3,0.2857142857142857,0.21428571428571427,6.5,4,9,4,0,0,0,0,0,0,0,1,0,2,0,2,2,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,21,1,1,1,2,2,0.14285714285714285,0.14285714285714285,9.0,9,9,9,0,0,0,0,0,0,0,1,0,2,1,3,3,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,22,1,1,1,1,1,0.14285714285714285,0.07142857142857142,14.0,14,14,14,0,0,0,0,0,0,0,1,0,2,2,4,4,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,23,4,1,2,6,6,0.5714285714285714,0.42857142857142855,2.4,1,4,2,1,0,0,0,0,0,0,1,0,2,3,5,5,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,24,3,0,1,4,4,0.42857142857142855,0.2857142857142857,3.0,1,6,2,1,2,0,0,0,0,0,1,0,2,4,6,6,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,25,2,0,1,5,5,0.2857142857142857,0.35714285714285715,2.25,1,4,1,2,2,0,0,0,0,0,1,0,2,5,7,7,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,26,3,1,2,6,6,0.42857142857142855,0.42857142857142855,2.4,1,6,1,3,0,0,0,0,0,0,1,0,2,6,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,27,0,0,0,2,2,0.0,0.14285714285714285,6.0,6,6,6,0,7,0,0,0,0,0,1,0,2,7,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,28,1,1,1,3,3,0.14285714285714285,0.21428571428571427,6.0,1,11,11,1,0,0,0,0,0,0,1,0,2,8,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,29,1,0,1,3,3,0.14285714285714285,0.21428571428571427,5.0,1,9,9,1,1,0,0,0,0,0,1,0,2,9,11,1,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,30,1,0,0,4,4,0.14285714285714285,0.2857142857142857,3.3333333333333335,2,5,5,0,3,0,0,0,0,0,1,0,3,0,3,3,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,31,3,1,2,4,4,0.42857142857142855,0.2857142857142857,4.333333333333333,2,7,2,0,0,0,0,0,0,0,1,0,3,1,4,4,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,32,3,0,1,6,6,0.42857142857142855,0.42857142857142855,2.4,1,4,3,1,1,0,0,0,0,0,1,0,3,2,5,5,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,33,1,0,1,4,4,0.14285714285714285,0.2857142857142857,3.0,1,6,6,1,2,0,0,0,0,0,1,0,3,3,6,6,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,34,2,0,1,4,4,0.2857142857142857,0.2857142857142857,3.6666666666666665,1,8,2,1,2,0,0,0,0,0,1,0,3,4,7,7,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,35,1,0,0,2,2,0.14285714285714285,0.14285714285714285,5.0,5,5,5,0,6,0,0,0,0,0,1,0,3,5,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,36,2,0,1,4,4,0.2857142857142857,0.2857142857142857,4.0,2,6,4,0,1,0,0,0,0,0,1,0,3,6,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,37,2,0,0,5,5,0.2857142857142857,0.35714285714285715,2.0,1,4,1,2,4,0,0,0,0,0,1,0,3,7,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,38,1,1,1,2,2,0.14285714285714285,0.14285714285714285,7.0,7,7,7,0,0,0,0,0,0,0,1,0,3,8,11,1,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,39,2,0,1,4,4,0.2857142857142857,0.2857142857142857,3.6666666666666665,1,8,2,1,2,0,0,0,0,0,1,0,3,9,12,2,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,40,2,0,1,3,3,0.2857142857142857,0.21428571428571427,3.0,3,3,3,0,2,0,0,0,0,0,1,0,4,0,4,4,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,41,0,0,0,0,0,0.0,0.0,14.0,14,14,14,0,14,0,0,0,0,0,1,0,4,1,5,5,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,42,2,0,0,4,4,0.2857142857142857,0.2857142857142857,3.3333333333333335,1,8,1,2,3,0,0,0,0,0,1,0,4,2,6,6,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,43,3,1,2,5,5,0.42857142857142855,0.35714285714285715,3.0,1,5,1,1,0,0,0,0,0,0,1,0,4,3,7,7,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,44,0,0,0,1,1,0.0,0.07142857142857142,14.0,14,14,14,0,10,0,0,0,0,0,1,0,4,4,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,45,0,0,0,5,5,0.0,0.35714285714285715,1.25,1,2,1,3,7,0,0,0,0,0,1,0,4,5,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,46,2,1,1,4,4,0.2857142857142857,0.2857142857142857,4.333333333333333,2,6,5,0,0,0,0,0,0,0,1,0,4,6,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,47,1,0,1,2,2,0.14285714285714285,0.14285714285714285,5.0,5,5,5,0,2,0,0,0,0,0,1,0,4,7,11,1,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,48,3,1,2,3,3,0.42857142857142855,0.21428571428571427,2.5,2,3,2,0,0,0,0,0,0,0,1,0,4,8,12,2,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,49,2,1,1,4,4,0.2857142857142857,0.2857142857142857,4.333333333333333,3,6,3,0,0,0,0,0,0,0,1,0,4,9,13,3,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,50,2,1,2,3,3,0.2857142857142857,0.21428571428571427,4.5,1,8,1,1,0,0,0,0,0,0,1,0,5,0,5,5,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,51,2,1,1,6,6,0.2857142857142857,0.42857142857142855,2.4,1,5,3,2,0,0,0,0,0,0,1,0,5,1,6,6,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,52,1,0,0,2,2,0.14285714285714285,0.14285714285714285,4.0,4,4,4,0,4,0,0,0,0,0,1,0,5,2,7,7,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,53,4,0,1,4,4,0.5714285714285714,0.2857142857142857,1.6666666666666667,1,2,2,1,1,0,0,0,0,0,1,0,5,3,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,54,3,0,1,6,6,0.42857142857142855,0.42857142857142855,2.0,1,3,1,2,2,0,0,0,0,0,1,0,5,4,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,55,2,0,0,4,4,0.2857142857142857,0.2857142857142857,2.3333333333333335,1,3,1,1,5,0,0,0,0,0,1,0,5,5,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,56,2,0,1,2,2,0.2857142857142857,0.14285714285714285,4.0,4,4,4,0,1,0,0,0,0,0,1,0,5,6,11,1,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,57,1,0,0,3,3,0.14285714285714285,0.21428571428571427,4.0,3,5,5,0,5,0,0,0,0,0,1,0,5,7,12,2,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,58,2,0,1,3,3,0.2857142857142857,0.21428571428571427,3.0,2,4,4,0,1,0,0,0,0,0,1,0,5,8,13,3,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,59,1,0,0,2,2,0.14285714285714285,0.14285714285714285,7.0,7,7,7,0,3,0,0,0,0,0,1,0,5,9,14,4,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,60,2,0,1,3,3,0.2857142857142857,0.21428571428571427,6.0,2,10,2,0,1,0,0,0,0,0,1,0,6,0,6,6,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,61,0,0,0,2,2,0.0,0.14285714285714285,3.0,3,3,3,0,9,0,0,0,0,0,1,0,6,1,7,7,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,62,4,0,1,6,6,0.5714285714285714,0.42857142857142855,2.2,1,4,1,2,2,0,0,0,0,0,1,0,6,2,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,63,2,0,0,4,4,0.2857142857142857,0.2857142857142857,2.3333333333333335,1,5,1,2,3,0,0,0,0,0,1,0,6,3,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,64,1,0,0,2,2,0.14285714285714285,0.14285714285714285,4.0,4,4,4,0,6,0,0,0,0,0,1,0,6,4,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,65,2,1,1,3,3,0.2857142857142857,0.21428571428571427,3.5,3,4,4,0,0,0,0,0,0,0,1,0,6,5,11,1,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,66,0,0,0,3,3,0.0,0.21428571428571427,3.0,1,5,5,1,7,0,0,0,0,0,1,0,6,6,12,2,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,67,1,0,0,3,3,0.14285714285714285,0.21428571428571427,3.0,1,5,5,1,6,0,0,0,0,0,1,0,6,7,13,3,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,68,4,0,1,6,6,0.5714285714285714,0.42857142857142855,1.8,1,3,2,2,1,0,0,0,0,0,1,0,6,8,14,4,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,69,4,0,0,8,8,0.5714285714285714,0.5714285714285714,1.4285714285714286,1,2,1,4,3,0,0,0,0,0,1,0,6,9,15,5,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,70,0,0,0,4,4,0.0,0.2857142857142857,1.3333333333333333,1,2,1,2,7,0,0,0,0,0,1,0,7,0,7,7,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,71,1,0,0,2,2,0.14285714285714285,0.14285714285714285,6.0,6,6,6,0,4,0,0,0,0,0,1,0,7,1,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,72,0,0,0,1,1,0.0,0.07142857142857142,14.0,14,14,14,0,9,0,0,0,0,0,1,0,7,2,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,73,2,0,1,3,3,0.2857142857142857,0.21428571428571427,6.0,5,7,5,0,1,0,0,0,0,0,1,0,7,3,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,74,2,1,1,2,2,0.2857142857142857,0.14285714285714285,4.0,4,4,4,0,0,0,0,0,0,0,1,0,7,4,11,1,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,75,0,0,0,2,2,0.0,0.14285714285714285,6.0,6,6,6,0,7,0,0,0,0,0,1,0,7,5,12,2,1,0,1,0,0,0,0,0,0,1,100.0,0,0,0
13-9-2025,14-9-2025,76,0,0,0,0,0,0.0,0.0,14.0,14,14,14,0,14,0,0,0,0,0,1,0,7,6,13,3,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,77,1,0,0,1,1,0.14285714285714285,0.07142857142857142,14.0,14,14,14,0,5,0,0,0,0,0,1,0,7,7,14,4,1,0,1,0,0,0,0,0,0,1,0.0,0,0,0
13-9-2025,14-9-2025,78,1,0,1,3,3,0.14285714285714285,0.21428571428571427,4.5,4,5,5,0,2,0,0,0,0,0,1,0,7,8,15,5,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,79,0,0,0,3,3,0.0,0.21428571428571427,1.0,1,1,1,2,9,0,0,0,0,0,1,0,7,9,16,6,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,80,1,0,0,4,4,0.14285714285714285,0.2857142857142857,1.3333333333333333,1,2,2,2,6,0,0,0,0,0,1,0,8,0,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,81,2,0,1,4,4,0.2857142857142857,0.2857142857142857,3.3333333333333335,1,6,1,1,2,0,0,0,0,0,1,0,8,1,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,82,2,0,1,3,3,0.2857142857142857,0.21428571428571427,4.0,1,7,1,1,2,0,0,0,0,0,1,0,8,2,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,83,5,1,2,7,7,0.7142857142857143,0.5,2.0,1,4,1,3,0,0,0,0,0,0,1,0,8,3,11,1,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,84,4,1,1,5,5,0.5714285714285714,0.35714285714285715,2.25,1,3,3,1,0,0,0,0,0,0,1,0,8,4,12,2,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,85,1,0,0,1,1,0.14285714285714285,0.07142857142857142,14.0,14,14,14,0,3,0,0,0,0,0,1,0,8,5,13,3,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,86,2,1,2,4,4,0.2857142857142857,0.2857142857142857,4.333333333333333,1,9,1,1,0,0,0,0,0,0,1,0,8,6,14,4,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,87,2,0,0,4,4,0.2857142857142857,0.2857142857142857,3.3333333333333335,1,8,1,2,3,0,0,0,0,0,1,0,8,7,15,5,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,88,2,0,0,4,4,0.2857142857142857,0.2857142857142857,2.0,1,3,2,1,3,0,0,0,0,0,1,0,8,8,16,6,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,89,1,0,1,1,1,0.14285714285714285,0.07142857142857142,14.0,14,14,14,0,1,0,0,0,0,0,1,0,8,9,17,7,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,90,1,0,0,2,2,0.14285714285714285,0.14285714285714285,6.0,6,6,6,0,3,0,0,0,0,0,1,0,9,0,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,91,0,0,0,2,2,0.0,0.14285714285714285,3.0,3,3,3,0,7,0,0,0,0,0,1,0,9,1,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,92,1,0,1,3,3,0.14285714285714285,0.21428571428571427,5.5,4,7,7,0,1,0,0,0,0,0,1,0,9,2,11,1,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,93,2,0,0,3,3,0.2857142857142857,0.21428571428571427,4.0,2,6,2,0,4,0,0,0,0,0,1,0,9,3,12,2,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,94,0,0,0,3,3,0.0,0.21428571428571427,2.0,2,2,2,0,7,0,0,0,0,0,1,0,9,4,13,3,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,95,1,0,1,3,3,0.14285714285714285,0.21428571428571427,5.0,5,5,5,0,2,0,0,0,0,0,1,0,9,5,14,4,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,96,2,0,1,4,4,0.2857142857142857,0.2857142857142857,3.3333333333333335,1,5,5,1,1,0,0,0,0,0,1,0,9,6,15,5,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,97,1,0,0,2,2,0.14285714285714285,0.14285714285714285,2.0,2,2,2,0,5,0,0,0,0,0,1,0,9,7,16,6,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,98,2,0,0,3,3,0.2857142857142857,0.21428571428571427,2.0,2,2,2,0,3,0,0,0,0,0,1,0,9,8,17,7,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
13-9-2025,14-9-2025,99,0,0,0,2,2,0.0,0.14285714285714285,2.0,2,2,2,0,9,0,0,0,0,0,1,0,9,9,18,8,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,00,1,0,0,2,2,0.14285714285714285,0.13333333333333333,3.0,3,3,3,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,01,5,1,3,7,7,0.7142857142857143,0.4666666666666667,2.0,1,3,1,2,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,02,3,1,2,5,6,0.42857142857142855,0.4,2.8,1,8,2,2,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,03,1,0,1,3,4,0.14285714285714285,0.26666666666666666,4.333333333333333,2,6,6,0,1,0,0,0,0,0,0,1,0,3,3,3,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,04,1,1,1,1,2,0.14285714285714285,0.13333333333333333,14.0,14,14,14,0,0,0,0,0,0,0,0,1,0,4,4,4,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,05,2,0,1,5,5,0.2857142857142857,0.3333333333333333,2.75,1,4,2,1,1,0,0,0,0,0,0,1,0,5,5,5,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,06,0,0,0,1,1,0.0,0.06666666666666667,15.0,15,15,15,0,8,0,0,0,0,0,0,1,0,6,6,6,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,07,0,0,0,1,1,0.0,0.06666666666666667,15.0,15,15,15,0,12,0,0,0,0,0,0,1,0,7,7,7,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,08,0,0,0,4,4,0.0,0.26666666666666666,2.0,1,3,3,1,7,0,0,0,0,0,0,1,0,8,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,09,2,0,1,4,4,0.2857142857142857,0.26666666666666666,3.6666666666666665,1,6,4,1,2,0,0,0,0,0,0,1,0,9,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,10,1,0,0,1,2,0.14285714285714285,0.13333333333333333,10.0,10,10,10,0,4,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,11,2,1,1,4,4,0.2857142857142857,0.26666666666666666,2.6666666666666665,1,5,5,1,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,12,2,0,1,3,3,0.2857142857142857,0.2,3.0,3,3,3,0,2,0,0,0,0,0,0,1,1,2,3,3,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,13,1,0,0,3,3,0.14285714285714285,0.2,2.0,2,2,2,0,5,0,0,0,0,0,0,1,1,3,4,4,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,14,4,1,2,6,6,0.5714285714285714,0.4,2.2,1,5,1,2,0,0,0,0,0,0,0,1,1,4,5,5,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,15,0,0,0,2,2,0.0,0.13333333333333333,4.0,4,4,4,0,7,0,0,0,0,0,0,1,1,5,6,6,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,16,1,0,0,3,3,0.14285714285714285,0.2,5.0,4,6,6,0,3,0,0,0,0,0,0,1,1,6,7,7,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,17,3,0,1,5,5,0.42857142857142855,0.3333333333333333,2.75,1,5,1,1,2,0,0,0,0,0,0,1,1,7,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,18,2,0,1,3,4,0.2857142857142857,0.26666666666666666,4.333333333333333,2,6,2,0,1,0,0,0,0,0,0,1,1,8,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,19,2,0,1,4,4,0.2857142857142857,0.26666666666666666,3.3333333333333335,3,4,4,0,2,0,0,0,0,0,0,1,1,9,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,20,2,0,1,2,3,0.2857142857142857,0.2,6.5,4,9,4,0,1,0,0,0,0,0,0,1,2,0,2,2,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,21,1,0,1,2,2,0.14285714285714285,0.13333333333333333,9.0,9,9,9,0,1,0,0,0,0,0,0,1,2,1,3,3,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,22,1,0,1,1,1,0.14285714285714285,0.06666666666666667,15.0,15,15,15,0,1,0,0,0,0,0,0,1,2,2,4,4,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,23,3,0,1,6,6,0.42857142857142855,0.4,2.4,1,4,2,1,1,0,0,0,0,0,0,1,2,3,5,5,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,24,4,1,1,5,5,0.5714285714285714,0.3333333333333333,3.0,1,6,3,1,0,0,0,0,0,0,0,1,2,4,6,6,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,25,2,0,0,5,5,0.2857142857142857,0.3333333333333333,2.25,1,4,1,2,3,0,0,0,0,0,0,1,2,5,7,7,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,26,3,0,2,6,6,0.42857142857142855,0.4,2.4,1,6,1,3,1,0,0,0,0,0,0,1,2,6,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,27,0,0,0,1,2,0.0,0.13333333333333333,6.0,6,6,6,0,8,0,0,0,0,0,0,1,2,7,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,28,2,1,2,4,4,0.2857142857142857,0.26666666666666666,4.333333333333333,1,11,1,2,0,0,0,0,0,0,0,1,2,8,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,29,2,1,2,4,4,0.2857142857142857,0.26666666666666666,4.0,1,9,2,1,0,0,0,0,0,0,0,1,2,9,11,1,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,30,1,0,0,3,4,0.14285714285714285,0.26666666666666666,3.3333333333333335,2,5,5,0,4,0,0,0,0,0,0,1,3,0,3,3,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,31,2,0,1,3,4,0.2857142857142857,0.26666666666666666,4.333333333333333,2,7,2,0,1,0,0,0,0,0,0,1,3,1,4,4,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,32,3,0,1,5,6,0.42857142857142855,0.4,2.4,1,4,3,1,2,0,0,0,0,0,0,1,3,2,5,5,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,33,1,0,0,4,4,0.14285714285714285,0.26666666666666666,3.0,1,6,6,1,3,0,0,0,0,0,0,1,3,3,6,6,1,0,0,1,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,34,3,1,1,4,5,0.42857142857142855,0.3333333333333333,3.5,1,8,3,1,0,0,0,0,0,0,0,1,3,4,7,7,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,35,0,0,0,2,2,0.0,0.13333333333333333,5.0,5,5,5,0,7,0,0,0,0,0,0,1,3,5,8,8,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,36,2,0,1,3,4,0.2857142857142857,0.26666666666666666,4.0,2,6,4,0,2,0,0,0,0,0,0,1,3,6,9,9,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,37,2,0,0,5,5,0.2857142857142857,0.3333333333333333,2.0,1,4,1,2,5,0,0,0,0,0,0,1,3,7,10,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,1
14-9-2025,15-9-2025,38,2,1,2,3,3,0.2857142857142857,0.2,4.0,1,7,1,1,0,0,0,0,0,0,0,1,3,8,11,1,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,39,2,0,0,3,4,0.2857142857142857,0.26666666666666666,3.6666666666666665,1,8,2,1,3,0,0,0,0,0,0,1,3,9,12,2,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0
14-9-2025,15-9-2025,40,2,0,0,3,3,0.2857142857142857,0.2,3.0,3,3,3,0,3,0,0,0,0,0,0,1,4,0,4,4,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0
